date,change facebook settings,change in facebook privacy policy 2016,change in facebook privacy policy channel 13,channel 13 news facebook hoax,channel 13 news facebook privacy hoax,computer privacy issues,computer privacy software,create friend list facebook android,create new google account,deadline tomorrow facebook snopes,facebook account settings username,facebook account settings wrong password,facebook acquaintance list,facebook app download for samsung,facebook app for iphone,facebook app java,facebook deadline tomorrow snopes,facebook download mobile,facebook edit friends list restricted,facebook friends list on profile,facebook friends list order,facebook friends list privacy mobile,facebook friends list privacy,facebook friends privacy settings,facebook full site,facebook hoax 2016,facebook hoax meme,facebook hoaxes snopes,facebook install now,facebook legal disclaimer hoax,facebook login 2,facebook login account open,facebook login mobile,facebook logout button missing,facebook logout url,facebook logout,facebook new privacy settings 2016,facebook photo privacy settings,facebook policy change 2016,facebook privacy 2016,facebook privacy change 2016,facebook privacy change hoax 2016,facebook privacy change october 2016,facebook privacy change snopes,facebook privacy changes 2016 hoax,facebook privacy changes 2016,facebook privacy changes hoax,facebook privacy changes july 2016,facebook privacy changes june 2016,facebook privacy changes october 2016,facebook privacy hoax 2016,facebook privacy hoax october 2016,facebook privacy hoax snopes,facebook privacy notice,facebook privacy policy 2016,facebook privacy policy change 2016,facebook privacy settings 2015,facebook privacy settings 2016,facebook privacy settings change,facebook privacy settings explained,facebook privacy settings friends list,facebook privacy settings guide,facebook privacy settings photos,facebook privacy snopes,facebook privacy statement,facebook profile friends list order meaning,facebook public entity 2016,facebook restricted list edit,facebook restricted list,facebook search by city,facebook search by email,facebook search by phone number,facebook search for people without logging in,facebook search friends by phone number,facebook search login,facebook setting for mobile,facebook setting privacy,facebook settings language,facebook settings page,facebook sign in my account,facebook sign up gmail account,facebook sign up new person,facebook tagged photos privacy,facebook view tracker,fb logout button,google account change password,google account recovery,google account settings,google account sign in,google dashboard,how can i hide friends list on facebook,how can i hide my friend list on facebook in mobile,how can i hide my friends list on facebook mobile,how can i hide my friends list on facebook,how does facebook decide which friends to show on profile page,how others see my facebook mobile,how to add someone to restricted list on facebook,how to block people from seeing tagged photos on facebook,how to block tagged photos on facebook,how to change facebook privacy settings,how to create friends list on facebook app,how to delete facebook friends fast,how to delete feeds on facebook,how to delete friends list on facebook,how to delete smart lists on facebook,how to edit custom list on facebook app,how to edit custom list on facebook mobile,how to edit friends list on facebook mobile,how to hide albums on facebook,how to hide all tagged photos on facebook,how to hide friend list on facebook android,how to hide friend list on facebook from mobile,how to hide friend list on facebook from public,how to hide friends list in facebook,how to hide friends list on facebook 2016,how to hide friends list on facebook mobile,how to hide friends list on facebook samsung,how to hide friends on facebook 2016,how to hide friends on facebook android,how to hide friends on facebook from other friends,how to hide friends on facebook iphone,how to hide friends on facebook mobile,how to hide mutual friends on facebook,how to hide one friend on facebook,how to hide photos of you on facebook,how to hide photos on facebook from everyone,how to hide photos on facebook from public,how to hide photos on facebook,how to hide tagged photos on facebook from certain friends,how to hide tagged photos on facebook timeline,how to hide tagged photos on facebook,how to know who visited my facebook profile not in friends list,how to know who visited my facebook profile recently,how to make a post public on facebook,how to make friends list private on facebook android,how to make my profile picture private on facebook,how to make profile picture unclickable,how to make tagged photos private on facebook timeline,how to make tagged photos private on facebook,how to privacy on facebook,how to see what your facebook profile looks like to others on mobile,how to see who viewed your facebook profile wikianswers,instagram app,instagram download,instagram login with facebook,install facebook,internet memes 2016,internet privacy definition,internet privacy essay,internet privacy issues,internet privacy protection,internet privacy software,internet privacy speech,is facebook making all posts public,is facebook making posts public,is it true about facebook privacy,is the facebook privacy post real 2015,is the facebook privacy post real,is there a real way to see who views your profile on facebook,limited profile facebook,my account google,my facebook friends list hide,old facebook sign in,online privacy issues,personal privacy definition,personal privacy on the internet,personal privacy online,personal privacy rights,personal privacy,privacy definition law,privacy meaning,privacy options definition,privacy options,privacy rights,privacy settings facebook,privacy settings google,reset facebook settings,search facebook without account,snopes facebook 2016,snopes facebook charging 2016,snopes facebook hacker warning,snopes facebook privacy 2016,snopes facebook see who viewed your profile,specific friends on facebook,top 6 friends on facebook,top 9 friends on facebook,verisign class 3 secure server ca  g3,verisign india,verisign reston,verisign symantec,verisign trust seal,verisign wiki,view facebook profile without being friends,view my whatsapp profile,visit the new facebook hoax,wants to share with you on facebook,what does my facebook look like to non friends mobile,what is computer privacy,what is online privacy,what is privacy,what is the facebook privacy hoax,where is my profile on facebook,where is verisign located,who can see my friends on facebook mobile,who can see my posts on facebook,who can see my profile on facebook,who can see what others post on your timeline,who has viewed my facebook profile,who viewed my facebook profile app for android,who viewed my facebook profile the most,you can change the audience for each photo in this album
2011-11-01,271,0,0,0,0,9,23,0,229,0,4,0,6,39,411,108,0,3134,2,75,76,2,20,37,5100,0,2,2,9,0,634,25,1800,2,6,2067,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,81,0,6,3,56,0,5,2,0,4,119,71,197,45,7,7,1200,15,85,8,76,35,73,7,34,5,3,62,67,146,625,720,16,0,2,13,0,2,4,7,27,48,2,42,2,20,4,0,0,2,12,7,2,0,2,32,0,2,0,0,2,4,12,5,14,4,4,2,8,213,2,2,110,0,0,0,0,4,6,2,12,220,0,0,250,400,2,2025,0,9,3,31,47,12,4,0,0,0,0,0,0,131,1034,70,31,14,8,6,12,11,250,13,43,0,34,367,419,26,42,12,0,0,0,0,2,14,3,2,9,10,2,22,3,16,9,0,2,0,0,26,17,456,0,3,0,2,10,24,0,14,0,3,2
2011-12-01,309,0,0,0,0,7,14,0,215,0,5,0,8,37,527,108,0,3334,3,85,79,2,28,31,6300,0,2,2,11,0,800,25,1800,2,6,1200,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,76,0,10,2,48,5,2,2,0,7,133,54,282,52,20,8,2600,9,73,15,74,38,82,13,30,8,3,72,134,141,475,700,23,0,2,26,0,1,6,4,26,42,2,30,3,21,3,0,0,1,14,8,2,0,3,43,0,2,0,0,5,13,8,4,10,8,7,2,6,209,2,8,99,0,0,0,0,5,3,3,21,226,0,0,400,500,2,2475,0,8,2,21,30,15,3,0,0,0,0,0,0,146,1134,75,37,10,4,3,7,9,180,6,41,0,31,284,400,30,36,14,0,0,0,0,1,13,3,2,3,13,3,19,5,10,5,0,2,0,0,19,8,345,0,9,0,2,4,32,0,14,0,2,2
2012-01-01,288,0,0,0,0,7,6,0,186,0,2,0,4,36,469,112,0,3034,5,61,81,1,19,34,6400,0,2,2,16,0,1500,25,2650,1,5,1300,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,68,2,8,3,42,5,3,2,0,6,139,55,304,59,44,6,3050,17,65,9,71,33,96,10,28,6,2,62,117,141,375,1020,13,0,1,21,0,1,6,6,27,39,2,23,2,22,3,0,0,1,8,10,3,0,3,44,0,2,0,0,4,10,11,5,8,10,5,3,7,175,2,12,87,0,0,4,0,8,3,2,21,194,0,0,500,600,2,2325,0,5,3,14,19,10,2,0,0,0,0,0,0,143,1167,56,28,8,7,5,6,6,193,8,48,0,34,334,388,55,37,17,0,0,0,0,1,10,5,2,6,17,4,18,4,10,2,2,3,0,0,20,15,367,0,8,0,2,6,31,0,20,0,2,3
2012-02-01,280,0,0,0,0,12,7,0,208,0,2,0,8,33,443,104,0,2867,3,44,57,2,17,27,6000,0,2,2,9,0,2200,75,3600,1,8,2234,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,76,2,7,3,36,5,4,2,0,8,154,44,255,48,20,3,2950,15,62,13,68,32,96,18,25,11,2,62,100,187,375,1900,10,0,1,7,0,2,4,10,18,51,2,29,4,17,3,0,0,1,6,7,2,0,3,29,0,3,0,0,5,10,11,4,12,5,7,2,5,158,2,12,92,0,0,2,0,5,3,3,8,184,0,0,600,800,2,2175,0,7,5,36,26,11,2,0,0,0,0,0,0,116,1067,51,23,13,8,7,7,12,233,12,53,0,35,413,357,178,45,18,0,0,0,0,1,14,5,1,5,10,3,24,7,18,5,1,2,0,0,30,17,489,0,7,0,2,10,38,0,20,0,5,5
2012-03-01,267,0,0,0,0,7,7,0,193,0,3,0,8,42,400,97,0,2934,2,47,44,2,20,24,7800,0,2,1,12,0,1400,50,2650,1,9,2334,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,68,1,4,2,27,5,4,2,0,5,131,47,234,39,11,5,2250,14,60,13,80,36,78,20,23,8,4,58,100,137,500,2000,10,0,1,12,0,1,8,4,25,41,2,34,2,23,3,0,0,1,3,9,2,0,1,41,0,2,1,0,3,10,10,4,10,6,8,2,4,130,2,20,80,0,0,3,0,1,2,4,19,165,0,0,700,1100,2,2050,0,8,2,27,17,15,3,0,0,0,0,0,0,116,1067,63,42,14,7,3,14,16,230,13,48,2,38,417,313,323,43,14,0,0,0,0,1,11,5,1,1,10,5,20,2,9,7,1,1,0,0,26,14,467,0,13,1,1,5,19,3,23,0,3,2
2012-04-01,238,0,0,0,0,11,9,0,179,0,2,0,8,47,385,104,0,2800,2,43,69,2,16,28,10000,0,2,2,8,0,967,25,1850,2,10,1434,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,65,2,5,2,28,5,2,2,0,15,149,48,240,58,11,4,1500,11,56,15,78,40,69,15,27,5,3,62,134,137,575,900,10,0,1,10,3,1,8,5,21,51,2,41,2,24,2,0,2,2,6,9,2,0,2,27,0,3,1,0,5,12,5,7,21,6,9,2,7,147,2,25,73,0,0,3,0,2,2,10,20,191,0,0,1900,3700,6,1900,0,6,4,27,17,16,2,0,0,0,0,0,0,122,1100,56,46,15,6,3,11,14,225,13,46,0,33,392,363,55,32,22,0,0,0,0,1,11,5,1,3,11,5,25,4,11,3,1,6,0,0,20,15,462,0,9,1,1,23,29,6,17,2,3,2
2012-05-01,255,0,0,0,0,12,7,0,236,0,4,0,7,48,358,119,0,2834,2,39,64,1,22,29,6800,0,1,2,5,0,967,25,2150,2,16,2200,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,74,1,6,3,33,5,6,3,0,10,158,58,216,60,11,5,1750,5,66,13,60,40,73,6,31,7,2,67,167,141,350,900,9,0,1,8,0,1,8,6,14,48,1,41,2,25,2,0,0,1,7,5,2,1,3,32,0,1,1,0,2,4,8,6,19,9,8,2,6,130,2,18,60,0,0,2,0,3,4,8,22,191,0,0,1300,2800,4,1975,0,6,2,26,11,11,2,0,0,0,0,0,0,113,1100,58,45,9,8,5,13,25,238,11,47,0,30,346,350,36,43,17,0,0,0,0,1,8,6,1,2,12,2,33,4,6,4,1,2,0,0,30,12,445,0,13,1,1,11,24,2,27,1,3,2
2012-06-01,263,0,0,0,0,6,2,0,250,0,3,1,8,60,364,130,0,2900,2,50,66,1,20,33,3800,2,1,3,14,0,1867,75,3850,1,11,2534,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,0,0,0,0,72,1,4,4,35,138,37,3,0,8,156,48,225,56,14,7,2200,9,48,13,68,38,78,8,25,3,3,86,200,187,425,820,12,0,0,16,0,1,6,4,16,44,1,54,2,28,2,0,0,1,6,6,2,1,1,32,0,2,1,0,2,8,6,4,16,8,4,1,4,128,2,18,64,0,2,3,0,3,4,5,22,168,0,0,1500,3100,8,1975,0,4,3,19,14,9,3,0,0,2,0,0,0,128,1067,75,30,9,8,4,7,23,228,7,44,0,33,275,344,39,39,16,0,0,0,0,1,7,10,1,1,10,6,28,2,11,5,1,1,0,0,27,6,356,0,8,1,1,6,26,5,27,1,1,5
2012-07-01,280,0,0,0,0,2,7,0,265,0,5,1,11,59,390,126,0,2900,1,40,49,1,13,25,3700,0,1,2,6,0,2334,75,4500,2,12,2634,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,61,1,3,2,40,0,7,1,0,6,162,51,222,48,14,6,2050,12,50,17,60,48,91,29,24,10,2,86,217,255,625,900,17,0,0,15,0,1,10,2,28,41,1,55,6,31,2,0,0,1,8,5,1,1,1,25,0,1,1,0,1,12,4,3,19,9,5,1,4,162,2,17,75,0,0,1,0,2,4,14,18,184,0,0,1600,3500,14,2100,0,1,1,12,7,13,3,0,0,0,0,0,0,122,1167,54,25,8,8,3,5,15,175,5,40,0,26,230,325,36,39,10,0,0,0,0,1,19,9,1,2,11,3,26,5,9,6,1,1,0,0,14,10,400,0,10,1,1,13,28,5,29,1,2,6
2012-08-01,325,0,0,0,0,6,7,0,265,0,2,1,10,74,453,141,0,3034,1,43,40,1,22,41,4700,0,1,2,12,0,2234,75,4750,4,11,2700,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,116,1,6,3,58,5,5,1,0,6,178,62,194,47,7,4,1150,13,75,17,54,38,101,22,22,8,2,91,234,291,700,840,21,0,0,18,0,1,4,9,31,75,1,33,3,32,2,0,0,1,15,12,1,1,1,44,0,1,1,1,3,12,4,2,20,6,11,2,11,188,4,22,77,0,0,2,0,8,6,10,21,259,0,0,1750,4000,12,2100,0,7,1,20,12,11,2,0,0,0,0,0,2,125,1234,81,31,5,7,3,10,17,178,10,54,0,30,275,425,39,40,13,1,0,0,0,1,13,9,1,2,9,7,34,3,8,7,2,1,0,0,25,10,373,0,17,1,1,6,38,6,18,0,2,13
2012-09-01,363,0,0,0,0,4,10,2,279,0,5,0,12,73,516,130,0,2734,1,41,42,1,22,40,5300,0,1,2,7,0,1801,75,4600,1,16,2567,0,59,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,30,1,0,0,0,137,2,5,4,109,38,12,1,0,5,152,44,194,47,3,6,1350,9,103,18,59,48,91,5,25,8,1,86,350,219,525,880,21,0,0,21,0,3,7,5,21,100,1,35,2,33,2,0,0,0,13,9,1,1,1,39,0,2,1,0,1,11,6,6,22,6,9,1,8,166,2,11,64,0,0,4,0,7,6,12,22,323,0,0,1750,4000,12,2075,0,7,2,24,7,10,3,0,0,0,0,0,1,125,1200,68,34,10,6,6,15,23,213,9,64,0,32,321,588,42,40,10,2,0,0,0,1,14,8,0,3,7,4,29,2,6,5,3,1,0,0,27,15,489,0,11,1,1,9,26,6,29,0,1,7
